Reference year,Region of usual residence (SA4),Sex,Industry of main job,Weighted median of Weekly earnings in main job (for means and medians) (%)
Aug-23,Victoria,Female,Manufacturing,1170.5
Aug-23,Victoria,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,Victoria,Female,Construction,1284.8
Aug-23,Victoria,Female,Wholesale Trade,1200
Aug-23,Victoria,Female,Retail Trade,736.9
Aug-23,Victoria,Female,Accommodation and Food Services,540.7
Aug-23,Victoria,Female,"Transport, Postal and Warehousing",1009
Aug-23,Victoria,Female,Information Media and Telecommunications,1324.1
Aug-23,Victoria,Female,Financial and Insurance Services,1397.3
Aug-23,Victoria,Female,"Rental, Hiring and Real Estate Services",1161.2
Aug-23,Victoria,Female,"Professional, Scientific and Technical Services",1403.5
Aug-23,Victoria,Female,Administrative and Support Services,1360.3
Aug-23,Victoria,Female,Public Administration and Safety,1522.9
Aug-23,Victoria,Female,Education and Training,1150
Aug-23,Victoria,Female,Health Care and Social Assistance,1200
Aug-23,Victoria,Female,Arts and Recreation Services,777.4
Aug-23,Victoria,Female,Other Services,1038
Aug-23,Queensland,Male,"Agriculture, Forestry and Fishing",1307.5
Aug-23,Queensland,Male,Mining,2301
Aug-23,Queensland,Male,Manufacturing,1544
Aug-23,Queensland,Male,"Electricity, Gas, Water and Waste Services",2009.1
Aug-23,Queensland,Male,Construction,1520
Aug-23,Queensland,Male,Wholesale Trade,1495.4
Aug-23,Queensland,Male,Retail Trade,907.6
Aug-23,Queensland,Male,Accommodation and Food Services,696.4
Aug-23,Queensland,Male,"Transport, Postal and Warehousing",1689
Aug-23,Queensland,Male,Information Media and Telecommunications,1298.4
Aug-23,Queensland,Male,Financial and Insurance Services,1603.3
Aug-23,Queensland,Male,"Rental, Hiring and Real Estate Services",1283.5
Aug-23,Queensland,Male,"Professional, Scientific and Technical Services",2132.6
Aug-23,Queensland,Male,Administrative and Support Services,1094.8
Aug-23,Queensland,Male,Public Administration and Safety,1702.7
Aug-23,Queensland,Male,Education and Training,1750
Aug-23,Queensland,Male,Health Care and Social Assistance,1682.5
Aug-23,Queensland,Male,Arts and Recreation Services,0
Aug-23,Queensland,Male,Other Services,1385.3
Aug-23,Queensland,Female,"Agriculture, Forestry and Fishing",0
Aug-23,Queensland,Female,Mining,1313.5
Aug-23,Queensland,Female,Manufacturing,1223.3
Aug-23,Queensland,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,Queensland,Female,Construction,985.8
Aug-23,Queensland,Female,Wholesale Trade,1249.3
Aug-23,Queensland,Female,Retail Trade,703.1
Aug-23,Queensland,Female,Accommodation and Food Services,536
Aug-23,Queensland,Female,"Transport, Postal and Warehousing",1163.3
Aug-23,Queensland,Female,Information Media and Telecommunications,0
Aug-23,Queensland,Female,Financial and Insurance Services,1497.2
Aug-23,Queensland,Female,"Rental, Hiring and Real Estate Services",1071.2
Aug-23,Queensland,Female,"Professional, Scientific and Technical Services",1424.2
Aug-23,Queensland,Female,Administrative and Support Services,984.8
Aug-23,Queensland,Female,Public Administration and Safety,1505.5
Aug-23,Queensland,Female,Education and Training,1191.2
Aug-23,Queensland,Female,Health Care and Social Assistance,1250
Aug-23,Queensland,Female,Arts and Recreation Services,872.1
Aug-23,Queensland,Female,Other Services,1050.5
Aug-23,South Australia,Male,"Agriculture, Forestry and Fishing",1083.7
Aug-23,South Australia,Male,Mining,2383.9
Aug-23,South Australia,Male,Manufacturing,1444.1
Aug-23,South Australia,Male,"Electricity, Gas, Water and Waste Services",2241.8
Aug-23,South Australia,Male,Construction,1403.3
Aug-23,South Australia,Male,Wholesale Trade,1377.6
Aug-23,South Australia,Male,Retail Trade,989.2
Aug-23,South Australia,Male,Accommodation and Food Services,696.1
Aug-23,South Australia,Male,"Transport, Postal and Warehousing",1331.2
Aug-23,South Australia,Male,Information Media and Telecommunications,1064.6
Aug-23,South Australia,Male,Financial and Insurance Services,2175.1
Aug-23,South Australia,Male,"Rental, Hiring and Real Estate Services",1198.9
Aug-23,South Australia,Male,"Professional, Scientific and Technical Services",1825.5
Aug-23,South Australia,Male,Administrative and Support Services,1207
Aug-23,South Australia,Male,Public Administration and Safety,1849.4
Aug-23,South Australia,Male,Education and Training,1651.8
Aug-23,South Australia,Male,Health Care and Social Assistance,1264.4
Aug-23,South Australia,Male,Arts and Recreation Services,594.2
Aug-23,South Australia,Male,Other Services,1026.6
Aug-23,South Australia,Female,"Agriculture, Forestry and Fishing",835.9
Aug-23,South Australia,Female,Mining,0
Aug-23,South Australia,Female,Manufacturing,1193.4
Aug-23,South Australia,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,South Australia,Female,Construction,1299.6
Aug-23,South Australia,Female,Wholesale Trade,1456.9
Aug-23,South Australia,Female,Retail Trade,640.9
Aug-23,South Australia,Female,Accommodation and Food Services,613.5
Aug-23,South Australia,Female,"Transport, Postal and Warehousing",0
Aug-23,South Australia,Female,Information Media and Telecommunications,0
Aug-23,South Australia,Female,Financial and Insurance Services,1272.7
Aug-23,South Australia,Female,"Rental, Hiring and Real Estate Services",0
Aug-23,South Australia,Female,"Professional, Scientific and Technical Services",1291.9
Aug-23,South Australia,Female,Administrative and Support Services,1053.2
Aug-23,South Australia,Female,Public Administration and Safety,1589.8
Aug-23,South Australia,Female,Education and Training,1150
Aug-23,South Australia,Female,Health Care and Social Assistance,1056.5
Aug-23,South Australia,Female,Arts and Recreation Services,1261.3
Aug-23,South Australia,Female,Other Services,719.6
Aug-23,Western Australia,Male,"Agriculture, Forestry and Fishing",0
Aug-23,Western Australia,Male,Mining,2730.8
Aug-23,Western Australia,Male,Manufacturing,1600
Aug-23,Western Australia,Male,"Electricity, Gas, Water and Waste Services",0
Aug-23,Western Australia,Male,Construction,1684.6
Aug-23,Western Australia,Male,Wholesale Trade,1445.1
Aug-23,Western Australia,Male,Retail Trade,924.5
Aug-23,Western Australia,Male,Accommodation and Food Services,662.1
Aug-23,Western Australia,Male,"Transport, Postal and Warehousing",1398
Aug-23,Western Australia,Male,Information Media and Telecommunications,0
Aug-23,Western Australia,Male,Financial and Insurance Services,1811.5
Aug-23,Western Australia,Male,"Rental, Hiring and Real Estate Services",1364
Aug-23,Western Australia,Male,"Professional, Scientific and Technical Services",2094.1
Aug-23,Western Australia,Male,Administrative and Support Services,1332.1
Aug-23,Western Australia,Male,Public Administration and Safety,1726.1
Aug-23,Western Australia,Male,Education and Training,1500
Aug-23,Western Australia,Male,Health Care and Social Assistance,1419.1
Aug-23,Western Australia,Male,Arts and Recreation Services,951.1
Aug-23,Western Australia,Male,Other Services,1630.8
Aug-23,Western Australia,Female,"Agriculture, Forestry and Fishing",0
Aug-23,Western Australia,Female,Mining,1729.6
Aug-23,Western Australia,Female,Manufacturing,1110.1
Aug-23,Western Australia,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,Western Australia,Female,Construction,1295.4
Aug-23,Western Australia,Female,Wholesale Trade,995.6
Aug-23,Western Australia,Female,Retail Trade,654.6
Aug-23,Western Australia,Female,Accommodation and Food Services,579
Aug-23,Western Australia,Female,"Transport, Postal and Warehousing",1086.2
Aug-23,Western Australia,Female,Information Media and Telecommunications,0
Aug-23,Western Australia,Female,Financial and Insurance Services,1484.8
Aug-23,Western Australia,Female,"Rental, Hiring and Real Estate Services",0
Aug-23,Western Australia,Female,"Professional, Scientific and Technical Services",1356.6
Aug-23,Western Australia,Female,Administrative and Support Services,1133.6
Aug-23,Western Australia,Female,Public Administration and Safety,1599.1
Aug-23,Western Australia,Female,Education and Training,1197.3
Aug-23,Western Australia,Female,Health Care and Social Assistance,1181
Aug-23,Western Australia,Female,Arts and Recreation Services,717
Aug-23,Western Australia,Female,Other Services,812.9
Aug-23,Tasmania,Male,"Agriculture, Forestry and Fishing",1310.1
Aug-23,Tasmania,Male,Mining,2219.4
Aug-23,Tasmania,Male,Manufacturing,1485.2
Aug-23,Tasmania,Male,"Electricity, Gas, Water and Waste Services",2533
Aug-23,Tasmania,Male,Construction,1262.2
Aug-23,Tasmania,Male,Wholesale Trade,0
Aug-23,Tasmania,Male,Retail Trade,914.7
Aug-23,Tasmania,Male,Accommodation and Food Services,896.8
Aug-23,Tasmania,Male,"Transport, Postal and Warehousing",1250
Aug-23,Tasmania,Male,Information Media and Telecommunications,0
Aug-23,Tasmania,Male,Financial and Insurance Services,0
Aug-23,Tasmania,Male,"Rental, Hiring and Real Estate Services",0
Aug-23,Tasmania,Male,"Professional, Scientific and Technical Services",1689.3
Aug-23,Tasmania,Male,Administrative and Support Services,665.1
Aug-23,Tasmania,Male,Public Administration and Safety,1655.2
Aug-23,Tasmania,Male,Education and Training,1660.6
Aug-23,Tasmania,Male,Health Care and Social Assistance,1408.8
Aug-23,Tasmania,Male,Arts and Recreation Services,0
Aug-23,Tasmania,Male,Other Services,1086.5
Aug-23,Tasmania,Female,"Agriculture, Forestry and Fishing",0
Aug-23,Tasmania,Female,Mining,0
Aug-23,Tasmania,Female,Manufacturing,825.6
Aug-23,Tasmania,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,Tasmania,Female,Construction,795.6
Aug-23,Tasmania,Female,Wholesale Trade,0
Aug-23,Tasmania,Female,Retail Trade,741.1
Aug-23,Tasmania,Female,Accommodation and Food Services,519.7
Aug-23,Tasmania,Female,"Transport, Postal and Warehousing",0
Aug-23,Tasmania,Female,Information Media and Telecommunications,0
Aug-23,Tasmania,Female,Financial and Insurance Services,0
Aug-23,Tasmania,Female,"Rental, Hiring and Real Estate Services",0
Aug-23,Tasmania,Female,"Professional, Scientific and Technical Services",1342.8
Aug-23,Tasmania,Female,Administrative and Support Services,829.3
Aug-23,Tasmania,Female,Public Administration and Safety,1437.2
Aug-23,Tasmania,Female,Education and Training,1368.9
Aug-23,Tasmania,Female,Health Care and Social Assistance,1228.1
Aug-23,Tasmania,Female,Arts and Recreation Services,0
Aug-23,Tasmania,Female,Other Services,813.3
Aug-23,Northern Territory,Male,"Agriculture, Forestry and Fishing",0
Aug-23,Northern Territory,Male,Mining,2823.5
Aug-23,Northern Territory,Male,Manufacturing,0
Aug-23,Northern Territory,Male,"Electricity, Gas, Water and Waste Services",0
Aug-23,Northern Territory,Male,Construction,1819.4
Aug-23,Northern Territory,Male,Wholesale Trade,0
Aug-23,Northern Territory,Male,Retail Trade,1092
Aug-23,Northern Territory,Male,Accommodation and Food Services,1009.3
Aug-23,Northern Territory,Male,"Transport, Postal and Warehousing",1804.7
Aug-23,Northern Territory,Male,Information Media and Telecommunications,0
Aug-23,Northern Territory,Male,Financial and Insurance Services,0
Aug-23,Northern Territory,Male,"Rental, Hiring and Real Estate Services",0
Aug-23,Northern Territory,Male,"Professional, Scientific and Technical Services",1510.1
Aug-23,Northern Territory,Male,Administrative and Support Services,0
Aug-23,Northern Territory,Male,Public Administration and Safety,1653.8
Aug-23,Northern Territory,Male,Education and Training,1564.2
Aug-23,Northern Territory,Male,Health Care and Social Assistance,1750
Aug-23,Northern Territory,Male,Arts and Recreation Services,0
Aug-23,Northern Territory,Male,Other Services,1849.7
Aug-23,Northern Territory,Female,"Agriculture, Forestry and Fishing",0
Aug-23,Northern Territory,Female,Mining,0
Aug-23,Northern Territory,Female,Manufacturing,0
Aug-23,Northern Territory,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,Northern Territory,Female,Construction,0
Aug-23,Northern Territory,Female,Wholesale Trade,0
Aug-23,Northern Territory,Female,Retail Trade,713.6
Aug-23,Northern Territory,Female,Accommodation and Food Services,700
Aug-23,Northern Territory,Female,"Transport, Postal and Warehousing",0
Aug-23,Northern Territory,Female,Information Media and Telecommunications,0
Aug-23,Northern Territory,Female,Financial and Insurance Services,0
Aug-23,Northern Territory,Female,"Rental, Hiring and Real Estate Services",0
Aug-23,Northern Territory,Female,"Professional, Scientific and Technical Services",1376.6
Aug-23,Northern Territory,Female,Administrative and Support Services,0
Aug-23,Northern Territory,Female,Public Administration and Safety,1751.6
Aug-23,Northern Territory,Female,Education and Training,1385.3
Aug-23,Northern Territory,Female,Health Care and Social Assistance,1297.3
Aug-23,Northern Territory,Female,Arts and Recreation Services,0
Aug-23,Northern Territory,Female,Other Services,0
Aug-23,Australian Capital Territory,Male,"Agriculture, Forestry and Fishing",0
Aug-23,Australian Capital Territory,Male,Mining,0
Aug-23,Australian Capital Territory,Male,Manufacturing,0
Aug-23,Australian Capital Territory,Male,"Electricity, Gas, Water and Waste Services",0
Aug-23,Australian Capital Territory,Male,Construction,1548.8
Aug-23,Australian Capital Territory,Male,Wholesale Trade,0
Aug-23,Australian Capital Territory,Male,Retail Trade,588.1
Aug-23,Australian Capital Territory,Male,Accommodation and Food Services,821.2
Aug-23,Australian Capital Territory,Male,"Transport, Postal and Warehousing",0
Aug-23,Australian Capital Territory,Male,Information Media and Telecommunications,0
Aug-23,Australian Capital Territory,Male,Financial and Insurance Services,0
Aug-23,Australian Capital Territory,Male,"Rental, Hiring and Real Estate Services",0
Aug-23,Australian Capital Territory,Male,"Professional, Scientific and Technical Services",2156.8
Aug-23,Australian Capital Territory,Male,Administrative and Support Services,0
Aug-23,Australian Capital Territory,Male,Public Administration and Safety,1900.2
Aug-23,Australian Capital Territory,Male,Education and Training,1839.6
Aug-23,Australian Capital Territory,Male,Health Care and Social Assistance,1400
Aug-23,Australian Capital Territory,Male,Arts and Recreation Services,0
Aug-23,Australian Capital Territory,Male,Other Services,0
Aug-23,Australian Capital Territory,Female,"Agriculture, Forestry and Fishing",0
Aug-23,Australian Capital Territory,Female,Mining,0
Aug-23,Australian Capital Territory,Female,Manufacturing,0
Aug-23,Australian Capital Territory,Female,"Electricity, Gas, Water and Waste Services",0
Aug-23,Australian Capital Territory,Female,Construction,0
Aug-23,Australian Capital Territory,Female,Wholesale Trade,0
Aug-23,Australian Capital Territory,Female,Retail Trade,700
Aug-23,Australian Capital Territory,Female,Accommodation and Food Services,578.4
Aug-23,Australian Capital Territory,Female,"Transport, Postal and Warehousing",0
